clean_title,clean_author,subjects,source
Breaking Free,Rachel Jeffs,"['Polygamy', 'Mormon women', 'Family', 'Fundamentalist Church of Jesus Christ of Latter Day Saints', 'Abused wives', 'Forced marriage', 'Biography', 'Mormon fundamentalism', 'Fundamentalist church of jesus christ of latter day saints', 'Women, united states, biography', 'Mormons, biography', 'Adult child sexual abuse victims', 'Cults', 'Child sexual abuse']",openlibrary.org
"Breaking Of Bodies And Minds, The",Eric Stover,[],openlibrary.org
Breaking The Cycle,George Collins,"['Sex addiction', 'Treatment']",openlibrary.org
Breasts Are My Favorite Things In The World 3,Wakame Konbu,['Literature'],openlibrary.org
Breathtaker Bk1,Mark Wheatley,[],openlibrary.org
Bred By The Slums 2,Ghost,[],openlibrary.org
Bred By The Slums 3: King Pin Status,Ghost,[],openlibrary.org
Bred By The Slums: Loyalty In Blood,Ghost,[],openlibrary.org
Brew It!,Cory Hershberger,"['Beer', 'Brewing', ""Amateurs' manuals"", 'COOKING / Beverages / Beer']",openlibrary.org
Brewer'S Bible: How To Brew Delicious Beers At,Brian Kunath,"['Brewing', ""Amateurs' manuals"", 'Equipment and supplies', 'Beer', 'Malt', 'Ale', 'Brassage', ""Manuels d'amateurs"", 'Appareils et matériel', 'Bière']",openlibrary.org
"Brick House, The",Micheline Marcom,[],openlibrary.org
Bride'S Story 1,Kaoru Mori,"['Man-woman relationships', 'Arranged marriage', 'History', 'Comic books, strips', 'Fiction', 'Comics & graphic novels, manga, historical fiction', 'Comics & graphic novels, manga, romance']",openlibrary.org
Bride'S Story 2,Kaoru Mori,"['Arranged marriage', 'Man-woman relationships', 'Comic books, strips', 'History', 'Comics & graphic novels, manga, historical fiction', 'Comics & graphic novels, manga, romance']",openlibrary.org
Brides Behaving Badly: Wild Wedding Photos You Wer,Bev West,[],openlibrary.org
Bridge Across My Sorrows,John Murray,[],openlibrary.org
"Bridge, The",Solomon Jones,"['Police', 'Missing children', 'Public housing', 'Fiction', 'Fiction, general', 'Fiction, mystery & detective, general']",openlibrary.org
Bridges,Kyell Gold,"['Fiction, gay', 'Fiction, erotica, general']",openlibrary.org
Brief Interviews With Hideous Men,David Wallace,"['American literature', 'Fiction, short stories (single author)', 'Man-woman relationships', 'Short Stories', 'Fiction', 'Fiction, general']",openlibrary.org
Bring The War Home,Kathleen Belew,"['White supremacy movements', 'Vietnam war, 1961-1975, veterans', 'Vietnam war, 1961-1975, united states', 'United states, race relations']",openlibrary.org
"Bristish Sporting Gun And Rifle, The",Donald Dallas,[],openlibrary.org
Brittanya,,[],openlibrary.org
Broken Doll: An Innocent Victim...A Depraved Kille,Burl Barer,[],openlibrary.org
Broken Pieces,Rachel Thompson,"['Interpersonal relations', 'Literary collections', 'American essays']",openlibrary.org
Broken Promises & Shattered Dreams,Ashley & Jaquavis,"['Fiction, general']",openlibrary.org
"Broken, The",Ker Dukey,[],openlibrary.org
Broken: The Most Shocking Story Of Abuse Ever Told,Shy Keenan,[],openlibrary.org
Bronx D.A.,Sarena Straus,"['Social conditions', 'Sex crimes', 'Public prosecutors', 'Lawyers, biography', 'Bronx (new york, n.y.), history']",openlibrary.org
Bronzino,Charles Mccorquodale,"['Mannerism (Art)', 'Art, european']",openlibrary.org
"Brooklyn Zoo Chronicles, The",S.Troy Courtney,[],openlibrary.org
Bros & Brosephines,Slava Mogutin,['Fashion photography'],openlibrary.org
Brother'S Keeper,R.W.K. Clark,[],openlibrary.org
Brownells Guide To 101 Gun Gadgets,Todd Woodard,"['Firearms', 'Shooting']",openlibrary.org
"Browning High-Power Pistol, The",Leroy Thompson,[],openlibrary.org
Bruce Lee Jeet Kune Do A Comprehensive Guide To,John Little,[],openlibrary.org
Bruce Lee The Evolution Of A Martial Artist,Tommy Gong,[],openlibrary.org
Bruce Lee The Tao Of The Dragon Warrior,Louis Chunovic,[],openlibrary.org
Bruce Lee'S Fighting Method Basic Training V2,Bruce Lee,[],openlibrary.org
Bruce Lee'S Jeet Kune Do,Sam Fury,[],openlibrary.org
Brutal Courage: The Remix,Mel Holley,[],openlibrary.org
Btoom! 2,Juna Inoue,[],openlibrary.org
Btoom! 3,Juna Inoue,[],openlibrary.org
"Buddha In The Attic, The",Julie Otsuka,"['Fiction', 'Japanese', 'Mail order brides', 'History', 'Fiction, family life', 'San francisco (calif.), fiction', 'Fiction, historical, general', 'Japanese americans, fiction', 'Japanese fiction']",openlibrary.org
Buddy Does Seattle,Peter Bagge,"['Comics & graphic novels, general', 'Popular culture', 'Fiction', 'Nineteen nineties', 'Comic books, strips', 'Graphic novels']",openlibrary.org
Buddy Holly,Dave Laing,[],openlibrary.org
Budo,Morihei Ueshiba,['Aikido'],openlibrary.org
Buenos Aires Affair The,Manuel Puig,[],openlibrary.org
Bug Bounty Bootcamp,Vickie Li,[],openlibrary.org
"Bugatti Queen,The",Miranda Seymour,"['Biography', 'Automobile racing drivers', 'Women automobile racing drivers', 'Antique and classic cars', 'Bugatti automobile', 'Automobile drivers', 'Women, biography']",openlibrary.org
Build It Yourself Science Laboratory,Raymond Barrett,"['Scientific apparatus and instruments', 'Juvenile literature', 'Science', 'Experiments', 'JUVENILE NONFICTION', 'Science & Nature', 'Experiments & Projects']",openlibrary.org
Build The Perfect Bug Out Survival Skills,Creek Stewart,"['Survival', 'Wilderness survival', 'Handbooks, manuals']",openlibrary.org
Build The Perfect Bug Out Vehicle,Creek Stewart,"['Wilderness survival', 'Automobiles, safety measures', 'Survival', 'Preparedness', 'Handbooks, manuals']",openlibrary.org
Building In Big Brother,Lance Hoffman,"['Computer security', 'Cryptography']",openlibrary.org
Building Stone Walls,Vivian John,['Stone walls'],openlibrary.org
Building The Perfect Fire With Or Without Matches,Miles Tanner,[],openlibrary.org
Building Violence,John May,[],openlibrary.org
Building Web Apps With Wordpress 2Nd Edition,Brian Messenlehner,[],openlibrary.org
Built,Bruno Gmunder,[],openlibrary.org
Built For Sex,Scott Hays,"['Health and hygiene', 'Health aspects', 'Health aspects of Sex', 'Men', 'Sex', 'Sex instruction for men', 'Sexual behavior']",openlibrary.org
"Bulldog Crew, The",Miz,[],openlibrary.org
Bully,J.F. Gonzalez,[],openlibrary.org
Bum Rush The Page: A Def Poetry Jam,Tony Medina,[],openlibrary.org
Bumf,Joe Sacco,"['Cómics', 'Política y gobierno']",openlibrary.org
Bunker Spreckels,Art Brewer,[],openlibrary.org
Bunny Yeagar'S Bouffant Beauties,Bunny Yeager,[],openlibrary.org
Bunny Yeager'S Darkroom,Petra Mason,[],openlibrary.org
Bunny Yeager'S Pin-Up Girls Of The 1950S,Bunny Yeager,"['Glamour photography', 'Photography of women', 'Photography of the nude', 'Pinup art']",openlibrary.org
"Bunny Years, The",Kathryn Scott,"['Biography', 'Cocktail servers', 'Employees', 'Playboy Enterprises', 'Nightclubs', 'Women, united states, biography', 'Playboy (chicago, ill.)', 'Clubs', 'Waiters and waitresses']",openlibrary.org
Bunnywith 2,Alex Pardee,[],openlibrary.org
Bureau Of Land Management Camping,Robert Perez,[],openlibrary.org
Burlesque Exotic Dancers Of The 50S And 60S,Judson Rosebush,[],openlibrary.org
Burn Bitchy Burn,Roberta Gregory,"['Comics & graphic novels, general', 'Pictorial American wit and humor', 'Lesbians', 'Fiction']",openlibrary.org
Burn Factor (H),Kyle Mills,[],openlibrary.org
Burn Factor (P),Kyle Mills,[],openlibrary.org
"Burn Farm, The",Michael Benson,"['Murder', 'Investigation', 'Women serial murderers', 'Female offenders', 'Criminal investigation, united states', 'New hampshire, social conditions']",openlibrary.org
Burned,David Hagberg,"['Fiction', 'United States', 'Terrorists', 'Kidnapping victims', 'Intelligence service', 'Kidnapping', 'Americans', 'United States. Federal Bureau of Investigation', 'Fiction, thrillers, suspense', 'Missing persons, fiction', 'Terrorists, fiction', 'Russia (federation), fiction']",openlibrary.org
Burners & Black Markets How To Be Invisible,Lance Henderson,[],openlibrary.org
Burning Book,Jessica Bruder,"['Burning Man (Festival)', 'Social life and customs', 'Performance art', 'Burning Man (Festival) http://id.loc.gov/authorities/names/n98038288', 'Art, american', 'Burning Man (Festival) (uri) http://id.loc.gov/authorities/names/n98038288 (uri) http://viaf.org/viaf/sourceID/LC|n98038288']",openlibrary.org
"Burning, The",Susan Squires,"['Fiction', 'Psychic ability', 'Vampires', 'Women', 'Fiction, romance, general', 'Fiction, erotica, general', 'Egypt, fiction', 'London (england), fiction']",openlibrary.org
Burnt Bones,Michael Slade,"['Burial', 'Psychopaths', 'Police', 'Fiction', 'Fiction, thrillers, general', 'Fiction, science fiction, general']",openlibrary.org
Bury Me Standing,Isabel Fonseca,"['Gypsies', 'History', 'Romanies', 'Social conditions', 'Socialconditions', 'Zigeuners', 'Discriminatie', 'Vervolgingen']",openlibrary.org
Bushcraft Illustrated,Dave Canterbury,"['Wilderness survival', 'Outdoor life', 'Camping', 'Long Now Manual for Civilization']",openlibrary.org
Bushido,Rob Levin,[],openlibrary.org
Business & Legal Forms For Graphic Designers,Tad Crawford,"['Artists', ""Artists' contracts"", 'Commercial artists', 'Forms', 'Graphic arts', 'Legal status, laws', 'Legal status, laws, etc', 'United States', 'Artists -- Legal status, laws, etc. -- United States', 'Artists, legal status, laws, etc.', 'Business, forms', 'Forms (law)', 'Legal, forms generators']",openlibrary.org
"Business Of Lovers, The",Eric Dickey,"['American literature', 'Fiction, romance, contemporary', 'Fiction, romance, african american & black', 'Fiction, african american & black, general']",openlibrary.org
Butcher Baker The Righteous Maker,Joe Casey,"['Comic books, strips', 'Comics & graphic novels, general']",openlibrary.org
"Butterfly Garden, The",Dot Hutchison,"['Kidnapping victims', 'Missing persons', 'Kidnapping', 'Investigation', 'Fiction', 'Missing persons, fiction', 'Fiction, suspense', 'Fiction, thrillers', 'Thriller', 'Horror', 'Mystery', 'Mystery Thriller', 'Crime', 'Suspense', 'Dark']",openlibrary.org
Butterfly Trap,Tl Fisher,[],openlibrary.org
Butterscotch The Flavor Of The Invisible,Milo Manara,[],openlibrary.org
Buyer'S Guide,Jacqueline Musser,[],openlibrary.org
Buzz,Hallie Lieberman,"['Sex toys', 'Sex customs', 'History', 'Sex', 'Sociology', 'Vibrators (Massage)', 'HISTORY / United States / 20th Century', 'HISTORY / Women', 'SOCIAL SCIENCE / Anthropology / Cultural & Social', 'SOCIAL SCIENCE / Human Sexuality', 'Sex customs -- United States -- History -- 20th century', 'Sex toys -- History']",openlibrary.org
By Chance Or Providence,Becky Cloonan,"['Comics & graphic novels, fantasy', 'COMICS & GRAPHIC NOVELS / Historical Fiction', 'COMICS & GRAPHIC NOVELS / Romance', 'Blessing and cursing', 'Life change events']",openlibrary.org
By Reason Of Insanity,Shane Stevens,"['Investigative reporting', 'Mentally ill offenders', 'Fiction in English', 'Fiction', 'Serial murderers', 'Fiction, thrillers, general', 'Bishop, thomas (fictitious character), fiction', 'Serial murders, fiction', 'Fiction, psychological']",openlibrary.org
By The Time You Read This,Giles Blunt,"['Police in fiction', 'Policewomen in fiction', 'Police', 'John Cardinal (Fictitious character)', 'Child pornography in fiction', 'Lise Delorme (Fictitious character)', 'Child pornography', 'Fiction', 'Policewomen', 'Ontario in fiction', 'Suicide victims', 'Fiction, mystery & detective, general', 'Ontario, fiction']",openlibrary.org
By Their Father'S Hand (P),Monte Francis,[],openlibrary.org
B4 The G-Spot: The Legend Of Granite Mckay,Noire,[],openlibrary.org
B9 Benign Kingdom,Phil Mcandrew,[],openlibrary.org
C++ Crash Course A Fast Paced Introduction,Josh Lospinoso,[],openlibrary.org
C++ Programming C++ Essentials Demystified,Mike Mcgrath,[],openlibrary.org
Cable & Deadpool Bosom Buddies,Fabian Nicieza,[],openlibrary.org
Cadaver King And Country Dentist,Radley Balko,"['Administration of Criminal justice', 'Trials, litigation', 'Trials (Murder)', 'Judicial error', 'Trials (Rape)', 'Criminal justice, administration of', 'Mississippi, social conditions', 'Law, mississippi', 'New York Times reviewed', 'HISTORY / United States / State & Local / South (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)', 'Forensic Medicine', 'TRUE CRIME / Forensics', 'SOCIAL SCIENCE / Criminology']",openlibrary.org
Cage Of Eden 1,Yoshinobu Yamada,[],openlibrary.org
Caged,Yolanda Celbridge,"['Erotic Literature', 'Fiction', 'Romance']",openlibrary.org
Cages,Dave Mckean,"['Fiction, general', 'Comics & graphic novels, general', 'Apartment dwellers', 'Apartment houses', 'Artists', 'Comic books, strips', 'Graphic novels', 'Strips', 'Artists, fiction', 'Conduct of life']",openlibrary.org
"Cakeman, The",Gregory Dixon,[],openlibrary.org
Caldo Largo,Earl Thompson,"['Fiction, general']",openlibrary.org
"Calendar Girls, Sex Goddesses & Pin-Up Queens Of T",Jon Ortner,[],openlibrary.org
Cali Dreamin 2,Shaunn Aryande,[],openlibrary.org
California Dreams,Stanley Mouse,"['Artists, united states', 'Artists, biography']",openlibrary.org
California Fashion,Marian Hall,"['Costume design', 'History', 'Fashion, history', 'Fashion']",openlibrary.org
California Road & Recreation Atlas,,[],openlibrary.org
California 24/7,Rick Smolan,"['Social life and customs', 'Pictorial works']",openlibrary.org
Caligula,David Lapham,[],openlibrary.org
Caliphate,Tom Kratman,"['Fiction', 'Prostitutes', 'Totalitarianism', 'Islam', 'Fiction, science fiction, action & adventure', 'Europe, fiction']",openlibrary.org
Call Girl In Another World V1,Masahiro Morio,[],openlibrary.org
Call Me Madam,Dawn Annandale,"['Prostitution', 'Women, biography']",openlibrary.org
Camera Work,Alfred Stieglitz,"['Photograph collections', 'Camera work (New York, N.Y.)', 'Artistic Photography', 'Illustration', 'Photography', 'Stieglitz, alfred, 1864-1946', 'Camera work']",openlibrary.org
"Camera, The",Editors Of Time Life Book,[],openlibrary.org
Camouflaged Killer,David A. Gibb,"['Canada', 'Rapists', 'Murder', 'Officers', 'Canada. Canadian Armed Forces', 'Murderers', 'Biography', 'Case studies', 'Canada, canadian armed forces', 'Crime, canada', 'Canada, biography']",openlibrary.org
Camp,Luc Gesell,[],openlibrary.org
Camp Life In The Woods & The Tricks Of Trapping,W. Hamilton Gibson,"['Trapping', 'Camping']",openlibrary.org
Camping Texas,Tom Behrens,"['Guidebooks', 'Camp sites, facilities', 'Camping', 'Texas, guidebooks']",openlibrary.org
Can It & Ferment It,Stephanie Thurow,"['Canning and preserving', 'Cooking (Fermented foods)', 'Fermentation']",openlibrary.org
Can Rock & Roll Save The World,Ian Shirley,"['Popular music', 'Underground comic books, strips', 'Music in art', 'History and criticism', 'Comic books, strips', 'Rock musicians', 'Musicians', 'Rock music', 'Musicians in art', 'Rock groups', 'History']",openlibrary.org
Can You Be Hypnotized And Not Know It?,Dr.Diemiruaya Deniram,[],openlibrary.org
Can You Keep A Secret,Lanesha Buggs,[],openlibrary.org
Can You Pass The Sex Test?,Anne Hooper,"['Sex', 'Communication in sex', 'Sexual excitement', 'Communication']",openlibrary.org
Can'T Stop,Clifford Johnson,"['African Americans', 'Revenge', 'Fiction', 'African americans, fiction', 'Fiction, urban', 'Fiction, urban & street lit']",openlibrary.org
Candy Barr,Ted Schwarz,[],openlibrary.org
Canebury Hall: Prospectus,Veronica Veare,[],openlibrary.org
Cannabis A Beginner'S Guide To Growing Marijuana,Danny Danko,[],openlibrary.org
Cannabis Cultivation,Mel Thomas,"['Cannabis', 'Marijuana']",openlibrary.org
Cannabis Cultivator,Jeff Ditchfield,[],openlibrary.org
Cannabis For Dummies,Kim Casey,"['Cannabis', 'Marijuana']",openlibrary.org
"Cannabis Gardener, The",Penny Barthel,[],openlibrary.org
"Cannabis Grow Bible, The 2Nd Edition",Greg Green,[],openlibrary.org
"Cannabis Grow Bible, The 3Rd Edition",Greg Green,[],openlibrary.org
Cannabis Grower'S Handbook,Ed Rosenthal,['Agriculture'],openlibrary.org
Cannabis Indica V1 Essential Guide To World'S,S.T. Oner,[],openlibrary.org
Cannabis Indica V2 Essential Guide World'S,S.T. Oner,[],openlibrary.org
Cannabis Regeneration,J.B. Haze,['Cannabis'],openlibrary.org
Cannabis Sativa The Essential Guide To The,S.T. Oner,[],openlibrary.org
Cannabis Sativa V1,S.T. Oner,[],openlibrary.org
Cannabis Sativa V2,S.T. Oner,[],openlibrary.org
Cannabis Sativa V3,S.T. Oner,[],openlibrary.org
Cannabis Underground Library,Stephen Gaskin,[],openlibrary.org
Cannabis Underground Library Seven Rare Classics,,[],openlibrary.org
Cannibal Holocaust And The Savage Cinema Of,Harvey Fenton,[],openlibrary.org
Cannibal Killers,Chloe Castleden,"['Murder', 'Case studies', 'Serial murders', 'Serial murderers', 'Cannibalism']",openlibrary.org
Cannon,Wallace Wood,"['Comics & graphic novels, crime & mystery', 'Detective and mystery comic books, strips', 'Cold War', 'Spy stories', 'Comic books, strips', 'nyt:hardcover-graphic-books=2014-04-06', 'New York Times bestseller', 'Spy comic books, strips']",openlibrary.org
Canoeing & Kayaking Houston Waterways,Natalie Wiest,"['Waterways', 'Canoes and canoeing', 'Guidebooks', 'Rivers', 'Houston (tex.), guidebooks']",openlibrary.org
"Cape, The",Joe Hill,"['Comics & graphic novels, horror', 'Adaptations', 'Superheroes', 'Comic books, strips', 'Families', 'Revenge', 'Magic']",openlibrary.org
Capital City,Omar Tyree,"['African American youth', 'City and town life', 'Fiction', 'Fiction, african american, urban', 'Washington (d.c.), fiction', 'Fiction, african american & black, urban & street lit']",openlibrary.org
Captives How Rikers Island Took New York City,Jarrod Shanahan,[],openlibrary.org
Caravaggio,Gilles Lambert,"['Caravaggio, michelangelo merisi da, 1573-1610']",openlibrary.org
Caravaggio,John Gash,"['Criticism and interpretation', 'Painting, italian', 'Caravaggio, michelangelo merisi da, 1573-1610']",openlibrary.org
Caravaggio,Andrew Graham-Dixon,"['Painters', 'Biography', 'Caravaggio, michelangelo merisi da, 1573-1610', 'Painters, italy', 'Artists, biography']",openlibrary.org
Caravaggio,Timothy Wilson-Smith,"['Criticism and interpretation', 'Painters', 'Italian Painting', 'Caravaggio, michelangelo merisi da, 1573-1610']",openlibrary.org
Caravaggio,Giorgio Bonsanti,['Criticism and interpretation'],openlibrary.org
Caravaggio,Eberhard Konig,"['Criticism and interpretation', 'Caravaggio, michelangelo merisi da, 1573-1610', 'Italian literature, history and criticism']",openlibrary.org
Caravaggio,Sebastian Schutze,[],openlibrary.org
Caravaggio,John T. Spike,"['European Painting', 'Exhibitions', 'Influence', 'Individual artists', 'Mannerism (c 1530-1600)', 'Painting & paintings', 'Italy', 'Art', 'Caravaggio, michelangelo merisi da, 1573-1610', 'Painting, european']",openlibrary.org
Caravan Kidd V1,Johji Manabe,[],openlibrary.org
Caravan Kidd V2,Johji Manabe,[],openlibrary.org
Carbongrey V3 Mothers Of Revolution,Paul Gardner,[],openlibrary.org
"Cardinal Bk5, The",Stuart Jaffe,[],openlibrary.org
Careless Whispers The Lake Waco Murders,Carlton Stowers,[],openlibrary.org
Carl Weber'S Kingpins Miami,Nikki Turner,"['Fiction, urban', 'Miami (fla.), fiction', 'Fiction, urban & street lit']",openlibrary.org
Carl Weber'S Kingpins Philadelphia,Brittani Williams,"['Philadelphia (pa.), fiction', 'Fiction, urban', 'Fiction, urban & street lit']",openlibrary.org
Carl Weber'S Kingpins Raleigh Durham,Treasure Hernandez,[],openlibrary.org
Carl Weber'S Kingpins Snitch,Treasure Hernandez,[],openlibrary.org
Carnal Alchemy,Stephen Flowers,"['Sadomasochism', 'Self-actualization (psychology)', 'Consciousness', 'Self-actualization (Psychology)']",openlibrary.org
Carnal Anomaly,N. Maxwell Lander,[],openlibrary.org
Carnal Anomaly,Maxwell Lander,"['Portrait photography', 'Photography, artistic', 'Human body', 'Surgery, plastic', 'Artistic Photography']",openlibrary.org
Carnal Anomaly,N. Maxwell Kander,[],openlibrary.org
Carnal Knowledge: Baxter'S Concise Encyclopedia Of,John Baxter,[],openlibrary.org
"Carnivorous Lamb, The",Agustin Gomez-Arcos,[],openlibrary.org
Carny Folk The World'S Weirdest Sideshow Acts,Francine Hornberger,[],openlibrary.org
Caro'S Most Profitable Hold'Em Advice,Mike Caro,"['Poker', 'Gambling systems']",openlibrary.org
Carrion Comfort,Dan Simmons,"['American Horror tales', 'Vampires', 'Fiction', 'Psychic ability', 'Horror tales, American', 'Fiction, fantasy, general', 'Vampires, fiction', 'Fiction, horror', 'English fiction', 'Fiction in English American writers 1945-', 'Texts']",openlibrary.org
"Cartel Deluxe Edition Books 1-3, The",Ashley & Jaquavis,"['Fiction, romance, suspense', 'Crime, fiction', 'Miami (fla.), fiction']",openlibrary.org
Cartel Killaz 3 Get It In Blood,Hood Rich,[],openlibrary.org
Cartel 2,Ashley & Jaquavis,"['Drug traffic', 'Fiction', 'Murder for hire', 'Miami (fla.), fiction', 'Fiction, romance, suspense', 'Fiction, thrillers', 'Fiction, thrillers, general']",openlibrary.org
"Cartel 2, The (Tale Of The Murda Mamas)",Ashley & Jaquavis,[],openlibrary.org
"Cartel, The",Ashley & Jaquavis,"['Fiction', 'Drug traffic', 'Murder for hire in fiction', 'Drug traffic in fiction', 'Murder for hire', 'Fiction, african american, urban', 'African americans, fiction', 'Fiction, romance, suspense', 'Miami (fla.), fiction', 'Crime, fiction', 'Fiction, romance, general', 'Fiction, urban', 'Man-woman relationships, fiction', 'Fiction, african american & black, urban & street lit', 'Fiction, urban & street lit', 'African Americans', 'Fiction, suspense', 'Fiction, thrillers', 'Fiction, thrillers, general', 'Fiction, general']",openlibrary.org
"Cartel, The",A.K. Alexander,[],openlibrary.org
Cartels At War (Mexico'S Drug-Fueled Violence And,Paul Kan,[],openlibrary.org
Carvaggio,Felix Witting,[],openlibrary.org
"Casanova Actor, Lover, Priest, Spy",Ian Kelly,[],openlibrary.org
Casanova The Life & Loves Of The World'S Most Famo,Pierre Dubois,[],openlibrary.org
Casanova V1 Luxuria,Matt Fraction,[],openlibrary.org
"Case Manager, The",Latoya Chandler,"['Fiction, african american, general', 'American literature', 'Fiction, african american & black, general']",openlibrary.org
Cash Out,Paul Boray,"['Ex-police officers', 'Fiction', 'Fiction, thrillers, suspense', 'San francisco (calif.), fiction']",openlibrary.org
Casino Conquest Beat The Casinos At Their Own Game,Frank Scoblete,[],openlibrary.org
Casper El Cuento De Amor De Un Gangster,Akila Cruz,[],openlibrary.org
Castaneda'S Journey,Richard De Mille,"['Anthropologists', 'Biography']",openlibrary.org
Castaway,Lucy Irvine,"['Biography', 'Fiction, general', 'Large type books', 'Adventure and adventurers']",openlibrary.org
Castle Of The Eagles,Mark Felton,"['Prisoners of war', 'World war, 1939-1945, prisoners and prisons', 'World war, 1939-1945, italy', 'World War, 1939-1945', 'Italian Prisoners and prisons', 'World war, 1914-1918, prisoners and prisons', 'Prisoners, great britain', 'Castello di Vincigliata (Fiesole, Italy)', 'Prisoner-of-war escapes -- Italy -- Fiesole -- History -- 20th century', 'Prisoners of war -- Italy -- Fiesole -- History -- 20th century', 'World War, 1939-1945 -- Prisoners and prisons, Italian', 'World War, 1939-1945 -- Italy -- Fiesole', 'Prisoner-of-war escapes', 'Italy -- Fiesole']",openlibrary.org
Cat In A Hot Girls' Dorm 1,Haruki,[],openlibrary.org
Cat In A Hot Girls' Dorm 2,Haruki,[],openlibrary.org
Cat Lady Chic,Diane Lovejoy,"['Photography of cats', 'Photography of women', 'Cats', 'Pictorial works', 'Women', 'Cats, pictorial works']",openlibrary.org
Cathedral Of The Sea,Ildefonso Falcones,"['Social life and customs', 'Social classes', 'Fiction', 'Historical Fiction', 'Churches', 'Design and construction', 'History', 'Barcelona', 'Barcelona. Santa Maria del Mar (Church)', 'Fiction, historical, general', 'Barcelona (spain), fiction', 'Church buildings', 'Cathedrals', 'Feudalism', 'Spanish Historical fiction', 'Santa María del Mar (Church : Barcelona, Spain)']",openlibrary.org
Cathedrals And Churches Of Europe,H.F. Ullmann,[],openlibrary.org
Catskills Its History & How It Changed America,Stephen M. Silverman,[],openlibrary.org
"Cecil Hotel, The",Chris Swinney,[],openlibrary.org
Ceh Certified Ethical Hacker,Michael Gregg,"['Computer security', 'Hackers', 'Computer networks', 'Electronic data processing personnel, certification']",openlibrary.org
Ceh V11 Certified Ethical Hacker Study Guide,Ric Messier,[],openlibrary.org
"Celebrated Life Of The Golden Dragon, The",Bruce Lee,[],openlibrary.org
Cell Works,Satoshi Urushihara,[],openlibrary.org
Cellar Of Horror,Ken Englade,"['Disorders of Personality', 'Personality, Disorders of', 'Personality disorders', 'Fiction, mystery & detective, general']",openlibrary.org
"Cellar, The",Richard Laymon,"['Fiction, horror', 'Horror tales', 'Abused women,  fiction', 'Haunted house, fiction', 'Fiction, general']",openlibrary.org
Cells At Work Code Black V1,Shigemitsu Harada,[],openlibrary.org
Cemetery Road,Greg Iles,"['Mississippi, fiction', 'Fiction, thrillers', 'Fiction, thrillers, general', 'nyt:combined-print-and-e-book-fiction=2019-03-24', 'New York Times bestseller']",openlibrary.org
"Centaur'S Tale, The",Phoenix,[],openlibrary.org
Ceres Celestial Legend V5 Mikage,Yuu Watase,[],openlibrary.org
Chained Soldier V1,Takahiro,[],openlibrary.org
Challenge To Genocide,Ramsey Clark,"['American Economic sanctions', 'Economic aspects', 'Economic aspects of Persian Gulf War, 1991', 'Economic conditions', 'Economic sanctions, American', 'Foreign relations', 'Persian Gulf War, 1991']",openlibrary.org
"Chameleon Couch Poems, The",Yusef Komunyakaa,[],openlibrary.org
Championship Fighting,Jack Dempsey,[],openlibrary.org
Chances,Michael Covington,"['African Americans', 'Fiction']",openlibrary.org
Charles Manson Music Mayhem Murder,Tommy Udo,[],openlibrary.org
Chasing Bliss,Sabrina Eubanks,"['Urban fiction', 'Multiple personality', 'Brothers', 'Fiction']",openlibrary.org
Chasing Justice H/P,Kerry Cook,[],openlibrary.org
Chasing The Sun: Epic Story Of The Star That Gives,Richard Cohen,[],openlibrary.org
Chasing The White Dog,Max Watman,"['History', 'Social aspects of Brewing', 'Liquors', 'Social aspects of Liquors', 'Brewing', 'Illicit Distilling', 'New York Times reviewed', 'Distilling, illicit']",openlibrary.org
Chasing Tomorrow,Tilly Bagshawe,"['Murder', 'FICTION / Suspense', 'Fiction', 'FICTION / Thrillers', 'FICTION / Contemporary Women', 'Kriminalroman', 'Missing persons', 'Amerikanisches Englisch', 'Fiction, thrillers, suspense', 'Missing persons, fiction']",openlibrary.org
Che A Graphic Biography,Spain Rodriguez,[],openlibrary.org
"Cheater, The",Nancy Rosenberg,"['Fiction, legal', 'Crime, fiction', 'Women judges, fiction', 'Fiction, thrillers, general']",openlibrary.org
Cheating Wifes,Tammy Grainger,[],openlibrary.org
Cheech & Chong'S Next Movie,Tommy Chong,[],openlibrary.org
Cheetah,Missy Jackson,"['African American young women', 'Drug traffic', 'Female gangs', 'Street life', 'Fiction']",openlibrary.org
Chemical Magic,Leonard Ford,"['Chemistry', 'Experiments', 'Chemistry -- Experiments.', 'Chemistry, experiments']",openlibrary.org
"Chemistry Book,The",Derek B. Lowe,"['Chemistry', 'Popular works', 'History', 'Chemistry, history']",openlibrary.org
Cheng Man-Ch'Ing'S Advanced T'Ai-Chi Form,Douglas Wile,[],openlibrary.org
Cheng Tzu'S Thirteen Treatises On T'Ai Chi Ch'Uan,Benjamin Pang Jeng Lo,[],openlibrary.org
"Chesley Awards, The",John Grant,"['Catalogs', 'Fantasy in art', 'Science fiction in art', 'Chesley Awards', 'Fantasy fiction', 'Fantastic, The, in art', 'Science fiction', 'Awards', 'Illustrations', 'Illustration of books', 'Themes, motives']",openlibrary.org
Chi-Raq Gangstas 1 Bloody Ransoms,Romell Tukes,[],openlibrary.org
Chi-Raq Gangstas 2 The Double Cross,Romell Tukes,[],openlibrary.org
Chi-Raq Gangstas 3 Haitian Ties,Romell Tukes,[],openlibrary.org
Chi-Town Hood Affairs,Nicole Black,[],openlibrary.org
Chica V1,Jordi Bernet,[],openlibrary.org
